Source.Name,Column1,Name,Profile url,Review,Review url,Detailed Review,Stay Date,Rating
Courtyard_by_Marriott_Mumbai_International_Airport-Mumbai.csv,0,ravi p,https://www.tripadvisor.in//Profile/ravipU4630XL,Great stay near Mumbai airport,https://www.tripadvisor.in//ShowUserReviews-g304554-d1676301-r847544266-Courtyard_by_Marriott_Mumbai_International_Airport-Mumbai_Maharashtra.html,"Entire hotel staff was very courteous and helpful, including the restaurant staff. Very accommodating on guest requests. It was great to see that each and every staff member of the hotel were trying to satisfy the guests. Lots of instances where we felt we were receiving top service.",1/7/2022,5
Courtyard_by_Marriott_Mumbai_International_Airport-Mumbai.csv,1,Deepak G,https://www.tripadvisor.in//Profile/deepakgautam2020,MoMo Cafe,https://www.tripadvisor.in//ShowUserReviews-g304554-d1676301-r847525447-Courtyard_by_Marriott_Mumbai_International_Airport-Mumbai_Maharashtra.html,"Hardik made our night…..he is an excellent server and helped us choose from the menu. He was really nice to my family especially my kids. Since the restaurant was busy and took some time for the food to arrive, he offered some complimentary soft beverages and also cookies for my kids. Thanks Hardik, you are the best. Deepak and Fly",1/7/2022,5
Courtyard_by_Marriott_Mumbai_International_Airport-Mumbai.csv,2,Amit Ohri,https://www.tripadvisor.in//Profile/164amito,Restaurant manager,https://www.tripadvisor.in//ShowUserReviews-g304554-d1676301-r847524823-Courtyard_by_Marriott_Mumbai_International_Airport-Mumbai_Maharashtra.html,Specially Kunal Kachhatiya Marriot Mumbai Manager wonderful personality I love the way he treat people very polite and great and they attend their guest in a very good manner and all staff members are very polite and great I would recommend you to go,1/7/2022,5
Courtyard_by_Marriott_Mumbai_International_Airport-Mumbai.csv,3,Amanpreet Saini,https://www.tripadvisor.in//Profile/Amanpreetkaursaini,The stay was amazing,https://www.tripadvisor.in//ShowUserReviews-g304554-d1676301-r847443330-Courtyard_by_Marriott_Mumbai_International_Airport-Mumbai_Maharashtra.html,The staff and attention to details as well as the service was amazing. Sachin Bhosale sir was the one managing the room service and was available at the service whenever required. Thanks for the amazing amazing experience!!,1/7/2022,5
Courtyard_by_Marriott_Mumbai_International_Airport-Mumbai.csv,4,Jeffrey Frederick,https://www.tripadvisor.in//Profile/Jeffrey5865,"Visit to Mumbai, India",https://www.tripadvisor.in//ShowUserReviews-g304554-d1676301-r847380305-Courtyard_by_Marriott_Mumbai_International_Airport-Mumbai_Maharashtra.html,"The Courtyard Marriott Mumbai International Airport one of the best Marriott's I have ever visited. Beautiful new property with great amenities and exceptional customer service - in particular from the food and beverage service team.  A special thank you to Shubham at the Momo Cafe, Gyanba and Saurabh Manikpuri-Housekeeping and Karan - room service - all of whom go above and beyond in all that they do.",1/7/2022,5
Courtyard_by_Marriott_Mumbai_International_Airport-Mumbai.csv,5,Rodney,https://www.tripadvisor.in//Profile/rodneyjerry,Fantastic stay at Courtyard!,https://www.tripadvisor.in//ShowUserReviews-g304554-d1676301-r847292615-Courtyard_by_Marriott_Mumbai_International_Airport-Mumbai_Maharashtra.html,"Great visit overall. Good rooms and facilities, Great Service. Highly Recommended. . Special thanks to: Concierge : Santosh , Asif, Sachin, Devraj Chauffers : Sonu, Uday  Front desk: Moin, Sayali Ays : Prathamesh",1/7/2022,5
Courtyard_by_Marriott_Mumbai_International_Airport-Mumbai.csv,6,Narottam S,https://www.tripadvisor.in//Profile/narottamshah12,Daughter’s wedding,https://www.tripadvisor.in//ShowUserReviews-g304554-d1676301-r847132307-Courtyard_by_Marriott_Mumbai_International_Airport-Mumbai_Maharashtra.html,"We kept our daughter’s wedding at Courtyard Marriott and it was a grand success. Everyone from the staff was very courteous, helpful and the hospitality was great. The food was delicious. All the events went on very smoothly and we are very happy overall. Special thanks to Girish, Shreyas, Kunal, Chef Rajiv Das, Gaurav, Kaushal, Rohit and Mayur!",1/7/2022,5
Courtyard_by_Marriott_Mumbai_International_Airport-Mumbai.csv,7,Saima N,https://www.tripadvisor.in//Profile/Saimamkhtr,Eid family Sunday brunch,https://www.tripadvisor.in//ShowUserReviews-g304554-d1676301-r847125346-Courtyard_by_Marriott_Mumbai_International_Airport-Mumbai_Maharashtra.html,"I brought my family here for Eid Sunday brunch and the food was fantastic so kudos to Chef Akshay for paying attention to vegetarians.  Gorgeous salad spread, as that is all I had! My mum had good words about the non veg spread especially the shepherds pie. Great service especially by Omkar who was assisting our table. Such a helpful, polite and a wonderful person to talk to. Shout out to Tejas the sous chef for the personal tough. My kid had a great time playing by the entertainment area.",1/7/2022,5
Courtyard_by_Marriott_Mumbai_International_Airport-Mumbai.csv,8,Meghnath J,https://www.tripadvisor.in//Profile/meghnathj,Feedback on lost and found,https://www.tripadvisor.in//ShowUserReviews-g304554-d1676301-r847096770-Courtyard_by_Marriott_Mumbai_International_Airport-Mumbai_Maharashtra.html,"Recently met with one of the staff Mr Raviraj , this person called me and assisted me with all the help and support to get back my laptop. He is really helpful and kind . Thank you so much Raviraj for your immense support . you are really doing a great job , also to mention one of the staff Mr prashant who help to communicate about the lost item . Overall my experience was really good at Courtyard marriott , amazing staff , amazing service all together .",1/7/2022,4
Courtyard_by_Marriott_Mumbai_International_Airport-Mumbai.csv,9,Rohan Desale,https://www.tripadvisor.in//Profile/Rohandesale,Breakfast,https://www.tripadvisor.in//ShowUserReviews-g304554-d1676301-r847087802-Courtyard_by_Marriott_Mumbai_International_Airport-Mumbai_Maharashtra.html,"I am extremely happy with entire staff of Courtyard by Marriott @ Andheri 👌 i was here for breakfast its so overwhelming from chef Akshay. Complementary dessert which serves so beautifully.i am so happy with food and service,thanks a lot.  Special thanks to Chef Akshay  & Shubham tremendous courteous & helpful ! We were impressed by hospitality given by everyone ( excuse for not mentioning all names )",1/7/2022,5
Courtyard_by_Marriott_Mumbai_International_Airport-Mumbai.csv,10,Anand,https://www.tripadvisor.in//Profile/Anand_27051993_27,Feedback on food and hospitality,https://www.tripadvisor.in//ShowUserReviews-g304554-d1676301-r847028083-Courtyard_by_Marriott_Mumbai_International_Airport-Mumbai_Maharashtra.html,"Very Good Food . Hospitality is excellent. personal attention by chef himself. Great food guidances by Chef Tejas , Service by Sahil and Olin . Highly recommend. Really thankful to made us taste all the cuisine. Also thanking guidance by Mr. Abhijeet. Very humble person",1/7/2022,5
Courtyard_by_Marriott_Mumbai_International_Airport-Mumbai.csv,11,Atharva,https://www.tripadvisor.in//Profile/Runningflame,Momo Cafe,https://www.tripadvisor.in//ShowUserReviews-g304554-d1676301-r847016223-Courtyard_by_Marriott_Mumbai_International_Airport-Mumbai_Maharashtra.html,Chef Tejas/ Kunal / Olen helped us elating the experience and made us feel at utmost comfort.  It is worth the long drive and ambience is also enlightening.   They have specially taken care by doing extra efforts so that we are very comfortable   Great team and systems Appreciate that .,1/7/2022,5
Courtyard_by_Marriott_Mumbai_International_Airport-Mumbai.csv,12,Shailendra P.,https://www.tripadvisor.in//Profile/Shailendra_pratap,THE MOMO Cafe  BUFFET,https://www.tripadvisor.in//ShowUserReviews-g304554-d1676301-r846996289-Courtyard_by_Marriott_Mumbai_International_Airport-Mumbai_Maharashtra.html,"I had visited the courtyard by marriot hotel property international airport and  I couldn't have been happier with the experience. The momo Cafe has great ambiance and an extravagant buffet spread.  A special mention to Kunal, Tejas and sowra (with her contagious smile  who were the sweetest, making sure i have no problem with my meal. Along with the chefs at the live who made scrumptious meals.  All over a great experience and I will surely visit again.",1/7/2022,5
